team,season,games_played,xgf_pg,xga_pg,gf_pg,ga_pg
CGY,2017,82,3.197682926829268,2.9450000000000003,2.6341463414634148,2.9634146341463414
CHI,2017,82,2.9448780487804878,3.0146341463414634,2.7804878048780486,3.097560975609756
COL,2017,82,2.6403658536585364,2.8602439024390245,3.1097560975609757,2.8780487804878048
DAL,2017,82,2.8529268292682928,2.6402439024390243,2.817073170731707,2.707317073170732
DET,2017,82,2.6458536585365855,2.9590243902439024,2.5853658536585367,3.097560975609756
EDM,2017,82,3.04,3.0858536585365854,2.792682926829268,3.1951219512195124
FLA,2017,82,3.022439024390244,3.057439024390244,2.9878048780487805,2.9634146341463414
LAK,2017,82,2.7042682926829267,2.8982926829268294,2.8902439024390243,2.4634146341463414
MIN,2017,82,2.9285365853658534,2.59,3.048780487804878,2.792682926829268
MTL,2017,82,2.9517073170731707,2.9671951219512196,2.524390243902439,3.1463414634146343
NJD,2017,82,2.7571951219512196,2.7750000000000004,2.9634146341463414,2.926829268292683
NSH,2017,82,2.9165853658536585,2.8053658536585364,3.182926829268293,2.4878048780487805
NYI,2017,82,2.785853658536585,3.1685365853658536,3.182926829268293,3.573170731707317
NYR,2017,82,2.736951219512195,3.064878048780488,2.7804878048780486,3.207317073170732
OTT,2017,82,2.5301219512195123,3.0834146341463415,2.6707317073170733,3.4634146341463414
PHI,2017,82,3.0764634146341465,2.8603658536585366,3.0365853658536586,2.8780487804878048
PIT,2017,82,3.0940243902439026,2.91109756097561,3.292682926829268,3.024390243902439
SJS,2017,82,2.95,2.6886585365853657,3.0121951219512195,2.7560975609756095
STL,2017,82,2.6726829268292684,2.5998780487804876,2.7195121951219514,2.707317073170732
TBL,2017,82,3.1546341463414636,2.863536585365854,3.5365853658536586,2.8536585365853657
TOR,2017,82,3.3001219512195124,3.0101219512195123,3.292682926829268,2.8048780487804876
VAN,2017,82,2.582317073170732,2.9000000000000004,2.658536585365854,3.158536585365854
VGK,2017,82,3.0385365853658537,2.769390243902439,3.268292682926829,2.7439024390243905
WPG,2017,82,2.949024390243902,2.637926829268293,3.3292682926829267,2.6341463414634148
WSH,2017,82,2.784390243902439,3.06,3.1219512195121952,2.902439024390244
ANA,2018,82,2.4026829268292684,3.107439024390244,2.3902439024390243,3.024390243902439
ARI,2018,82,2.8841463414634148,2.737195121951219,2.548780487804878,2.682926829268293
BOS,2018,82,2.9476829268292684,2.6785365853658534,3.1341463414634148,2.5853658536585367
BUF,2018,82,2.749512195121951,2.9614634146341463,2.6951219512195124,3.268292682926829
CAR,2018,82,3.502317073170732,2.7509756097560976,2.9634146341463414,2.6951219512195124
CBJ,2018,82,2.911219512195122,2.7824390243902437,3.1219512195121952,2.817073170731707
CGY,2018,82,3.1719512195121955,2.801829268292683,3.524390243902439,2.7195121951219514
CHI,2018,82,2.717439024390244,3.3171951219512192,3.2560975609756095,3.548780487804878
COL,2018,82,2.864268292682927,2.8356097560975613,3.1463414634146343,2.975609756097561
DAL,2018,82,2.814390243902439,2.716951219512195,2.548780487804878,2.4390243902439024
DET,2018,82,2.6440243902439025,3.288170731707317,2.731707317073171,3.317073170731707
EDM,2018,82,2.691829268292683,2.978780487804878,2.792682926829268,3.3048780487804876
FLA,2018,82,2.838658536585366,2.9046341463414636,3.2195121951219514,3.3292682926829267
LAK,2018,82,2.5608536585365855,3.020609756097561,2.426829268292683,3.158536585365854
MIN,2018,82,2.8356097560975613,2.5946341463414635,2.5609756097560976,2.841463414634146
MTL,2018,82,2.9053658536585365,2.7417073170731707,3.0,2.8780487804878048
NJD,2018,82,2.6345121951219515,2.8603658536585366,2.6707317073170733,3.3048780487804876
NSH,2018,82,2.8398780487804878,2.8432926829268292,2.8780487804878048,2.5853658536585367
NYI,2018,82,2.801341463414634,2.69,2.7195121951219514,2.3292682926829267
NYR,2018,82,2.652195121951219,3.024878048780488,2.6951219512195124,3.2560975609756095
OTT,2018,82,2.7907317073170734,3.1756097560975607,2.951219512195122,3.6707317073170733
PHI,2018,82,2.8764634146341463,3.012560975609756,2.9390243902439024,3.4146341463414633
PIT,2018,82,3.187682926829268,2.8426829268292684,3.3048780487804876,2.902439024390244
SJS,2018,82,3.091707317073171,2.721951219512195,3.524390243902439,3.1463414634146343
STL,2018,82,2.9464634146341466,2.5542682926829268,2.975609756097561,2.682926829268293
TBL,2018,82,3.3135365853658536,2.7893902439024387,3.8902439024390243,2.6951219512195124
TOR,2018,82,3.295121951219512,2.993048780487805,3.4878048780487805,3.0365853658536586
VAN,2018,82,2.4680487804878046,2.857439024390244,2.6707317073170733,3.024390243902439
VGK,2018,82,3.343780487804878,2.7170731707317075,3.0,2.7804878048780486
WPG,2018,82,2.8015853658536582,2.9654878048780486,3.292682926829268,2.9634146341463414
WSH,2018,82,2.8760975609756096,3.0946341463414635,3.341463414634146,3.024390243902439
ANA,2019,71,2.5116901408450705,2.7892957746478872,2.5492957746478875,3.1267605633802815
ARI,2019,70,2.817,2.818571428571429,2.7142857142857144,2.6142857142857143
BOS,2019,70,2.998,2.738142857142857,3.242857142857143,2.3857142857142857
BUF,2019,69,2.540579710144928,2.8731884057971016,2.7971014492753623,3.1159420289855073
CAR,2019,68,3.3145588235294117,2.8327941176470586,3.1911764705882355,2.838235294117647
CBJ,2019,70,2.5732857142857144,2.430142857142857,2.5714285714285716,2.6142857142857143
CGY,2019,70,2.9309999999999996,2.829714285714286,2.914285714285714,3.057142857142857
CHI,2019,70,2.878857142857143,3.1695714285714285,2.9714285714285715,3.057142857142857
COL,2019,70,2.7471428571428573,2.6705714285714284,3.3714285714285714,2.7
DAL,2019,69,2.8592753623188405,2.656376811594203,2.579710144927536,2.5217391304347827
DET,2019,71,2.3480281690140847,3.347323943661972,2.0,3.732394366197183
EDM,2019,71,2.8974647887323943,2.8522535211267606,3.140845070422535,3.0140845070422535
FLA,2019,69,2.909710144927536,2.9859420289855074,3.3043478260869565,3.246376811594203
LAK,2019,70,2.8254285714285716,2.806285714285714,2.5285714285714285,2.9857142857142858
MIN,2019,69,2.72768115942029,2.632753623188406,3.1594202898550723,3.1449275362318843
MTL,2019,71,3.156901408450704,2.8364788732394364,2.9295774647887325,3.0985915492957745
NJD,2019,69,2.8568115942028984,3.061159420289855,2.681159420289855,3.246376811594203
NSH,2019,69,2.8175362318840578,2.8685507246376813,3.072463768115942,3.101449275362319
NYI,2019,68,2.6388235294117646,2.7297058823529414,2.7794117647058822,2.7941176470588234
NYR,2019,70,2.761285714285714,3.176142857142857,3.3285714285714287,3.142857142857143
OTT,2019,71,3.0022535211267605,3.1335211267605634,2.676056338028169,3.352112676056338
PHI,2019,69,2.9542028985507245,2.745072463768116,3.260869565217391,2.739130434782609
PIT,2019,69,2.8721739130434782,2.552898550724638,3.2028985507246377,2.8405797101449277
SJS,2019,70,2.8104285714285715,2.9592857142857145,2.5714285714285716,3.2142857142857144
STL,2019,71,2.7281690140845067,2.6911267605633804,3.0985915492957745,2.6619718309859155
TBL,2019,70,3.059285714285714,2.7685714285714287,3.4,2.742857142857143
TOR,2019,70,3.1108571428571428,2.9044285714285714,3.3714285714285714,3.1714285714285713
VAN,2019,69,2.8655072463768114,2.977391304347826,3.2318840579710146,3.0579710144927534
VGK,2019,71,3.1371830985915494,2.8336619718309857,3.1549295774647885,2.943661971830986
WPG,2019,71,2.8983098591549297,3.2050704225352113,3.0,2.8309859154929575
WSH,2019,69,3.167826086956522,2.8099999999999996,3.420289855072464,3.072463768115942
ANA,2020,56,2.2832142857142856,2.85125,2.2142857142857144,3.1607142857142856
ARI,2020,56,2.5010714285714286,2.9098214285714286,2.6785714285714284,3.107142857142857
BOS,2020,56,2.7725,2.3642857142857143,2.9285714285714284,2.392857142857143
BUF,2020,56,2.5082142857142857,3.005714285714286,2.392857142857143,3.5
CAR,2020,56,3.251785714285714,2.5535714285714284,3.125,2.392857142857143
CBJ,2020,56,2.2592857142857143,2.9828571428571427,2.392857142857143,3.2857142857142856
CGY,2020,56,2.8496428571428574,2.6357142857142857,2.767857142857143,2.857142857142857
CHI,2020,56,2.4601785714285715,2.9098214285714286,2.8392857142857144,3.2857142857142856
COL,2020,56,3.2544642857142856,2.1294642857142856,3.517857142857143,2.357142857142857
DAL,2020,56,2.5783928571428567,2.404821428571428,2.7857142857142856,2.642857142857143
DET,2020,56,2.3935714285714282,2.879642857142857,2.232142857142857,3.0
EDM,2020,56,3.1342857142857143,2.7998214285714282,3.267857142857143,2.75
FLA,2020,56,3.1807142857142856,2.578928571428571,3.357142857142857,2.6964285714285716
LAK,2020,56,2.37,2.9676785714285714,2.5357142857142856,3.017857142857143
MIN,2020,56,2.7791071428571428,2.57,3.2142857142857144,2.8392857142857144
MTL,2020,56,2.794107142857143,2.9175,2.8214285714285716,2.9464285714285716
NJD,2020,56,2.57875,2.9678571428571425,2.5892857142857144,3.375
NSH,2020,56,2.6475,2.802857142857143,2.6964285714285716,2.75
NYI,2020,56,2.674107142857143,2.3089285714285714,2.7142857142857144,2.232142857142857
NYR,2020,56,2.6680357142857143,2.641785714285714,3.142857142857143,2.767857142857143
OTT,2020,56,2.6655357142857143,2.9232142857142853,2.767857142857143,3.375
PHI,2020,56,2.6725,2.8414285714285716,2.857142857142857,3.517857142857143
PIT,2020,56,2.843571428571429,2.6042857142857145,3.4464285714285716,2.767857142857143
SJS,2020,56,2.8003571428571425,2.8299999999999996,2.607142857142857,3.5
STL,2020,56,2.42625,2.811071428571428,2.982142857142857,2.982142857142857
TBL,2020,56,3.0048214285714288,2.6639285714285714,3.2142857142857144,2.5892857142857144
TOR,2020,56,3.513214285714286,2.6896428571428572,3.3214285714285716,2.642857142857143
VAN,2020,56,2.645892857142857,3.307857142857143,2.642857142857143,3.3392857142857144
VGK,2020,56,3.224285714285714,2.569107142857143,3.392857142857143,2.1785714285714284
WPG,2020,56,2.764642857142857,3.093392857142857,3.0357142857142856,2.7142857142857144
WSH,2020,56,2.6475,2.6310714285714285,3.357142857142857,2.875
ANA,2021,82,2.636463414634146,3.051219512195122,2.7804878048780486,3.2439024390243905
ARI,2021,82,2.3782926829268294,3.421219512195122,2.5121951219512195,3.768292682926829
BOS,2021,82,3.2090243902439024,2.7235365853658537,3.0853658536585367,2.658536585365854
BUF,2021,82,2.5612195121951222,3.13609756097561,2.792682926829268,3.5
CAR,2021,82,3.5675609756097564,2.754146341463415,3.3780487804878048,2.4390243902439024
CBJ,2021,82,2.9271951219512196,3.56609756097561,3.1463414634146343,3.6219512195121952
CGY,2021,82,3.2792682926829264,2.5529268292682925,3.548780487804878,2.5121951219512195
CHI,2021,82,2.489390243902439,2.8425609756097563,2.597560975609756,3.524390243902439
COL,2021,82,3.396951219512195,2.9545121951219513,3.7560975609756095,2.8292682926829267
DAL,2021,82,3.2282926829268295,2.8447560975609756,2.841463414634146,2.975609756097561
DET,2021,82,2.8302439024390247,3.482073170731707,2.768292682926829,3.7804878048780486
EDM,2021,82,3.5168292682926827,3.058292682926829,3.475609756097561,3.0609756097560976
FLA,2021,82,3.9210975609756096,3.1814634146341465,4.109756097560975,2.951219512195122
LAK,2021,82,3.3174390243902434,2.972926829268293,2.8658536585365852,2.8292682926829267
MIN,2021,82,3.1221951219512194,2.9564634146341464,3.7195121951219514,3.0365853658536586
MTL,2021,82,2.621829268292683,3.4454878048780486,2.658536585365854,3.8658536585365852
NJD,2021,82,2.9359756097560976,3.0396341463414633,2.9878048780487805,3.682926829268293
NSH,2021,82,3.080487804878049,3.167317073170732,3.1951219512195124,3.048780487804878
NYI,2021,82,2.6657317073170734,2.9314634146341465,2.792682926829268,2.817073170731707
NYR,2021,82,2.9279268292682925,2.768292682926829,3.048780487804878,2.4878048780487805
OTT,2021,82,3.0530487804878046,3.323048780487805,2.731707317073171,3.2195121951219514
PHI,2021,82,2.8690243902439025,3.4474390243902437,2.5609756097560976,3.5853658536585367
PIT,2021,82,3.3759756097560976,2.920121951219512,3.2804878048780486,2.707317073170732
SEA,2021,82,2.596341463414634,3.0010975609756096,2.597560975609756,3.4634146341463414
SJS,2021,82,2.7115853658536584,3.1614634146341465,2.573170731707317,3.182926829268293
STL,2021,82,3.13890243902439,3.0590243902439025,3.768292682926829,2.9146341463414633
TBL,2021,82,3.336463414634146,3.073780487804878,3.475609756097561,2.7804878048780486
TOR,2021,82,3.626219512195122,2.8003658536585365,3.8048780487804876,3.073170731707317
VAN,2021,82,3.0457317073170733,3.0789024390243904,3.0,2.817073170731707
VGK,2021,82,3.267073170731707,3.0796341463414634,3.1951219512195124,2.975609756097561
WPG,2021,82,3.305853658536585,3.40390243902439,3.048780487804878,3.0853658536585367
WSH,2021,82,3.012926829268293,2.7532926829268294,3.292682926829268,2.951219512195122
ANA,2022,82,2.5389024390243904,3.979878048780488,2.5121951219512195,4.085365853658536
ARI,2022,82,2.7023170731707316,3.862073170731707,2.7439024390243905,3.597560975609756
BOS,2022,82,3.517439024390244,2.917560975609756,3.6707317073170733,2.1219512195121952
BUF,2022,82,3.3918292682926827,3.5223170731707314,3.573170731707317,3.6219512195121952
CAR,2022,82,3.6791463414634147,2.5856097560975613,3.1951219512195124,2.5609756097560976
CBJ,2022,82,2.8581707317073173,3.6891463414634145,2.597560975609756,4.012195121951219
CGY,2022,82,3.401951219512195,2.925731707317073,3.1463414634146343,3.0121951219512195
CHI,2022,82,2.614390243902439,3.5089024390243906,2.4634146341463414,3.6463414634146343
COL,2022,82,3.256829268292683,2.981707317073171,3.341463414634146,2.7195121951219514
DAL,2022,82,3.424634146341463,2.7634146341463413,3.426829268292683,2.6219512195121952
DET,2022,82,2.784024390243902,3.028170731707317,2.8902439024390243,3.3536585365853657
EDM,2022,82,3.8317073170731706,2.9609756097560975,3.9634146341463414,3.1219512195121952
FLA,2022,82,3.8632926829268297,3.457439024390244,3.5121951219512195,3.317073170731707
LAK,2022,82,3.285853658536585,2.881951219512195,3.341463414634146,3.097560975609756
MIN,2022,82,3.173292682926829,3.0158536585365856,2.9146341463414633,2.6707317073170733
MTL,2022,82,2.6595121951219514,3.872439024390244,2.768292682926829,3.7195121951219514
NJD,2022,82,3.7087804878048782,2.8360975609756096,3.524390243902439,2.707317073170732
NSH,2022,82,3.2665853658536586,3.643048780487805,2.7195121951219514,2.8780487804878048
NYI,2022,82,3.1556097560975607,3.1553658536585365,2.951219512195122,2.6463414634146343
NYR,2022,82,3.1658536585365855,3.0029268292682927,3.3292682926829267,2.6341463414634148
OTT,2022,82,3.5723170731707317,3.391341463414634,3.158536585365854,3.292682926829268
PHI,2022,82,2.817560975609756,3.3431707317073167,2.682926829268293,3.3658536585365852
PIT,2022,82,3.671219512195122,3.270731707317073,3.182926829268293,3.207317073170732
SEA,2022,82,3.131829268292683,2.9657317073170733,3.524390243902439,3.073170731707317
SJS,2022,82,3.1723170731707317,3.4543902439024388,2.841463414634146,3.841463414634146
STL,2022,82,2.698048780487805,3.4482926829268292,3.1707317073170733,3.6341463414634148
TBL,2022,82,3.5898780487804878,3.30890243902439,3.4146341463414633,3.073170731707317
TOR,2022,82,3.535609756097561,2.949268292682927,3.3902439024390243,2.682926829268293
VAN,2022,82,2.9915853658536586,3.2235365853658533,3.292682926829268,3.6097560975609757
VGK,2022,82,3.283658536585366,2.8808536585365854,3.2560975609756095,2.7439024390243905
WPG,2022,82,3.2656097560975605,3.0659756097560975,3.0,2.731707317073171
WSH,2022,82,3.1615853658536586,3.2785365853658535,3.0853658536585367,3.182926829268293
ANA,2023,82,2.6553658536585365,3.473414634146341,2.475609756097561,3.573170731707317
ARI,2023,82,3.020487804878049,3.3536585365853657,3.097560975609756,3.341463414634146
BOS,2023,82,3.153170731707317,3.0715853658536587,3.207317073170732,2.6951219512195124
BUF,2023,82,3.037926829268293,3.3042682926829268,2.975609756097561,2.9634146341463414
CAR,2023,82,3.5075609756097563,2.6754878048780486,3.3780487804878048,2.573170731707317
CBJ,2023,82,2.8971951219512193,3.545121951219512,2.8536585365853657,3.6341463414634148
CGY,2023,82,3.0567073170731707,3.1428048780487803,3.0853658536585367,3.2560975609756095
CHI,2023,82,2.4898780487804877,3.396829268292683,2.1707317073170733,3.524390243902439
COL,2023,82,3.56280487804878,3.2978048780487805,3.682926829268293,3.073170731707317
DAL,2023,82,3.479390243902439,2.7585365853658534,3.5853658536585367,2.8292682926829267
DET,2023,82,2.9657317073170733,3.336585365853659,3.3536585365853657,3.3292682926829267
EDM,2023,82,3.7991463414634143,2.815121951219512,3.5609756097560976,2.8780487804878048
FLA,2023,82,3.7410975609756094,2.801463414634146,3.231707317073171,2.4146341463414633
LAK,2023,82,3.2929268292682923,2.861219512195122,3.097560975609756,2.5609756097560976
MIN,2023,82,3.152560975609756,2.92609756097561,3.024390243902439,3.1707317073170733
MTL,2023,82,2.796951219512195,3.434268292682927,2.8292682926829267,3.426829268292683
NJD,2023,82,3.3592682926829265,3.3070731707317074,3.2195121951219514,3.426829268292683
NSH,2023,82,3.3632926829268297,3.058780487804878,3.2439024390243905,3.024390243902439
NYI,2023,82,2.941951219512195,3.2196341463414635,2.9878048780487805,3.1463414634146343
NYR,2023,82,3.2748780487804883,3.042317073170732,3.3902439024390243,2.7560975609756095
OTT,2023,82,3.0679268292682926,3.0231707317073173,3.048780487804878,3.426829268292683
PHI,2023,82,2.9602439024390246,2.912926829268293,2.817073170731707,3.1463414634146343
PIT,2023,82,3.4979268292682923,3.133048780487805,3.0853658536585367,3.024390243902439
SEA,2023,82,2.841951219512195,2.7489024390243904,2.6097560975609757,2.8292682926829267
SJS,2023,82,2.4770731707317073,3.8839024390243906,2.1951219512195124,3.975609756097561
STL,2023,82,2.9214634146341463,3.329756097560976,2.8536585365853657,3.024390243902439
TBL,2023,82,3.2929268292682923,3.180365853658537,3.5121951219512195,3.2560975609756095
TOR,2023,82,3.5743902439024393,3.2265853658536585,3.6341463414634148,3.182926829268293
VAN,2023,82,3.2026829268292683,2.928658536585366,3.402439024390244,2.6951219512195124
VGK,2023,82,3.089390243902439,3.026829268292683,3.207317073170732,2.9634146341463414
WPG,2023,82,3.0389024390243904,2.9535365853658537,3.158536585365854,2.4146341463414633
WSH,2023,82,2.877439024390244,3.2209756097560978,2.6341463414634148,3.073170731707317
ANA,2024,82,2.928292682926829,3.638780487804878,2.6463414634146343,3.182926829268293
BOS,2024,82,2.892926829268293,3.174756097560975,2.707317073170732,3.3048780487804876
BUF,2024,82,3.1173170731707316,3.3826829268292684,3.231707317073171,3.5
CAR,2024,82,3.594024390243902,2.888048780487805,3.2439024390243905,2.8048780487804876
CBJ,2024,82,2.995853658536585,3.263292682926829,3.2560975609756095,3.2560975609756095
CGY,2024,82,2.9543902439024388,3.100121951219512,2.682926829268293,2.8780487804878048
CHI,2024,82,2.512560975609756,3.423292682926829,2.731707317073171,3.5609756097560976
COL,2024,82,3.1785365853658534,2.8270731707317074,3.3292682926829267,2.817073170731707
DAL,2024,82,3.3107317073170734,3.0774390243902436,3.3536585365853657,2.707317073170732
DET,2024,82,3.1374390243902437,3.2785365853658535,2.8658536585365852,3.158536585365854
EDM,2024,82,3.388780487804878,2.796951219512195,3.158536585365854,2.8658536585365852
FLA,2024,82,3.4995121951219508,2.8691463414634146,3.0,2.7195121951219514
LAK,2024,82,3.0882926829268293,2.606219512195122,3.0365853658536586,2.475609756097561
MIN,2024,82,2.9074390243902437,2.919512195121951,2.7439024390243905,2.8780487804878048
MTL,2024,82,2.9312195121951223,3.506463414634146,2.9634146341463414,3.182926829268293
NJD,2024,82,3.3871951219512195,2.968658536585366,2.926829268292683,2.682926829268293
NSH,2024,82,3.2126829268292685,3.1435365853658532,2.5853658536585367,3.341463414634146
NYI,2024,82,2.962317073170732,3.1785365853658534,2.707317073170732,3.1341463414634148
NYR,2024,82,3.175975609756098,3.3824390243902442,3.1097560975609757,3.1097560975609757
OTT,2024,82,3.0852439024390246,3.1179268292682925,2.951219512195122,2.8292682926829267
PHI,2024,82,3.0562195121951223,2.917682926829268,2.8292682926829267,3.451219512195122
PIT,2024,82,3.1641463414634146,3.3804878048780487,2.951219512195122,3.5
SEA,2024,82,2.896219512195122,3.2931707317073173,2.9878048780487805,3.1951219512195124
SJS,2024,82,2.696341463414634,3.645121951219512,2.5365853658536586,3.7804878048780486
STL,2024,82,2.7270731707317073,2.8264634146341465,3.048780487804878,2.817073170731707
TBL,2024,82,3.3454878048780485,2.9389024390243903,3.5609756097560976,2.6341463414634148
TOR,2024,82,3.2026829268292683,3.2508536585365855,3.2560975609756095,2.792682926829268
UTA,2024,82,3.337073170731707,3.0558536585365856,2.926829268292683,3.0121951219512195
VAN,2024,82,2.8206097560975607,2.908536585365854,2.841463414634146,3.0609756097560976
VGK,2024,82,3.391951219512195,2.8270731707317074,3.341463414634146,2.6097560975609757
WPG,2024,82,3.1797560975609755,2.803780487804878,3.3536585365853657,2.317073170731707
WSH,2024,82,3.3662195121951215,3.053170731707317,3.4878048780487805,2.792682926829268
ANA,2025,82,3.464146341463415,3.3826829268292684,3.231707317073171,3.5121951219512195
BOS,2025,82,3.0298780487804877,3.381951219512195,3.268292682926829,3.0121951219512195
BUF,2025,82,3.16,3.2196341463414635,3.451219512195122,2.926829268292683
CAR,2025,82,3.6962195121951216,2.8532926829268295,3.548780487804878,2.8780487804878048
CBJ,2025,82,3.1810975609756103,3.1486585365853657,3.0,3.0609756097560976
CGY,2025,82,2.830853658536585,3.312073170731707,2.5365853658536586,3.1219512195121952
CHI,2025,82,2.6758536585365853,3.3984146341463415,2.5609756097560976,3.292682926829268
COL,2025,82,3.7195121951219514,2.7953658536585366,3.6341463414634148,2.402439024390244
DAL,2025,82,3.1904878048780487,2.895243902439024,3.3292682926829267,2.707317073170732
DET,2025,82,3.1300000000000003,3.091951219512195,2.9146341463414633,3.097560975609756
EDM,2025,82,3.363414634146342,3.1439024390243904,3.4390243902439024,3.231707317073171
FLA,2025,82,3.2381707317073167,3.2479268292682923,3.0,3.341463414634146
LAK,2025,82,3.035609756097561,2.9273170731707316,2.682926829268293,2.902439024390244
MIN,2025,82,3.269878048780488,2.948170731707317,3.268292682926829,2.8658536585365852
MTL,2025,82,3.2841463414634147,3.3385365853658535,3.402439024390244,3.0609756097560976
NJD,2025,82,3.179390243902439,3.063048780487805,2.7560975609756095,3.0853658536585367
NSH,2025,82,3.0525609756097563,3.318170731707317,2.951219512195122,3.2560975609756095
NYI,2025,82,3.118048780487805,3.3826829268292684,2.792682926829268,2.8780487804878048
NYR,2025,82,2.8986585365853657,3.2920731707317072,2.8658536585365852,3.0365853658536586
OTT,2025,82,3.340243902439024,2.6871951219512193,3.3536585365853657,2.9878048780487805
PHI,2025,82,2.950731707317073,2.8421951219512196,2.926829268292683,2.9146341463414633
PIT,2025,82,3.3556097560975613,3.146951219512195,3.5365853658536586,3.1463414634146343
SEA,2025,82,2.723780487804878,3.164390243902439,2.731707317073171,3.1341463414634148
SJS,2025,82,2.94890243902439,3.2374390243902442,3.0365853658536586,3.5365853658536586
STL,2025,82,2.7195121951219514,3.0214634146341464,2.8048780487804876,3.097560975609756
TBL,2025,82,3.4880487804878046,2.9496341463414635,3.4878048780487805,2.792682926829268
TOR,2025,82,2.901707317073171,3.5058536585365854,3.073170731707317,3.597560975609756
UTA,2025,82,3.201341463414634,3.1002439024390243,3.268292682926829,2.926829268292683
VAN,2025,82,2.831341463414634,3.527439024390244,2.5609756097560976,3.8292682926829267
VGK,2025,82,3.2267073170731706,2.768048780487805,3.2195121951219514,2.951219512195122
WPG,2025,82,3.0220731707317072,3.224390243902439,2.792682926829268,3.1219512195121952
WSH,2025,82,3.303170731707317,3.2146341463414636,3.182926829268293,2.902439024390244
